"","season","round","round_number","venue","home_team","away_team","margin","home_goals","home_behinds","home_points","away_goals","away_behinds","away_points","distance_diff","venue_exp_last_3","venue_exp_last_5","round_type","match_id","round_id","date","start_season_id","home_elo","away_elo","outcome"
"1175",2006,"R9",9,"Football Park","Adelaide","Carlton",64,18,16,124,9,6,60,653816.807797503,34,43,"Regular","2006.9.Adelaide.Carlton","2006.9",2006-05-27,FALSE,1625.88780398765,1379.51749230604,"win"
"1176",2006,"R9",9,"Gabba","Brisbane Lions","Fremantle",68,21,15,141,10,13,73,3603568.95674186,38,50,"Regular","2006.9.Brisbane Lions.Fremantle","2006.9",2006-05-28,FALSE,1487.30356451416,1510.38493381147,"win"
"1177",2006,"R9",9,"Subiaco","West Coast","Melbourne",22,13,19,97,11,9,75,2724334.01488462,34,42,"Regular","2006.9.West Coast.Melbourne","2006.9",2006-05-28,FALSE,1616.0420508384,1532.45636985349,"win"
"1178",2006,"R9",9,"Docklands","St Kilda","North Melbourne",17,10,14,74,8,9,57,0,5,3,"Regular","2006.9.St Kilda.North Melbourne","2006.9",2006-05-28,FALSE,1571.83107740306,1420.1525206982,"win"
"1179",2006,"R9",9,"Docklands","Essendon","Port Adelaide",-60,9,15,69,20,9,129,653816.807797503,19,23,"Regular","2006.9.Essendon.Port Adelaide","2006.9",2006-05-27,FALSE,1427.09811655391,1400.5681927022,"loss"
"1180",2006,"R9",9,"Kardinia Park","Geelong","Richmond",-20,12,18,90,17,8,110,64839.6837648896,23,30,"Regular","2006.9.Geelong.Richmond","2006.9",2006-05-27,FALSE,1488.54876843033,1436.11655089499,"loss"
"1181",2006,"R9",9,"M.C.G.","Hawthorn","Sydney",-65,7,12,54,19,5,119,714175.896369736,23,32,"Regular","2006.9.Hawthorn.Sydney","2006.9",2006-05-27,FALSE,1393.04589769124,1598.89611088833,"loss"
"1182",2006,"R9",9,"M.C.G.","Collingwood","Western Bulldogs",34,21,13,139,16,9,105,0,27,35,"Regular","2006.9.Collingwood.Western Bulldogs","2006.9",2006-05-26,FALSE,1585.01361692199,1532.6546851792,"win"
"1183",2006,"R10",10,"M.C.G.","Collingwood","Brisbane Lions",26,16,13,109,12,11,83,1362110.68375635,29,39,"Regular","2006.10.Collingwood.Brisbane Lions","2006.10",2006-06-03,FALSE,1606.67357411321,1527.37336575688,"win"
"1184",2006,"R10",10,"Football Park","Adelaide","Essendon",138,30,8,188,6,14,50,653816.807797503,33,42,"Regular","2006.10.Adelaide.Essendon","2006.10",2006-06-02,FALSE,1638.34978975902,1387.84373864581,"win"
"1185",2006,"R10",10,"Docklands","Western Bulldogs","Hawthorn",21,16,13,109,13,10,88,0,19,21,"Regular","2006.10.Western Bulldogs.Hawthorn","2006.10",2006-06-03,FALSE,1510.99472798798,1377.29925517032,"win"
"1186",2006,"R10",10,"Docklands","Carlton","Port Adelaide",-34,12,12,84,17,16,118,653816.807797503,8,11,"Regular","2006.10.Carlton.Port Adelaide","2006.10",2006-06-04,FALSE,1367.05550653466,1439.82257061031,"loss"
"1187",2006,"R10",10,"Subiaco","Fremantle","Richmond",11,15,10,100,13,11,89,2724334.01488462,33,42,"Regular","2006.10.Fremantle.Richmond","2006.10",2006-06-03,FALSE,1470.31513256875,1460.59230711118,"win"
"1188",2006,"R10",10,"M.C.G.","Melbourne","St Kilda",13,15,13,103,13,12,90,0,25,33,"Regular","2006.10.Melbourne.St Kilda","2006.10",2006-06-04,FALSE,1521.87726129948,1571.44469077307,"win"
"1189",2006,"R10",10,"Manuka Oval","North Melbourne","Sydney",-7,14,14,98,16,9,105,-220308.510159753,5,8,"Regular","2006.10.North Melbourne.Sydney","2006.10",2006-06-04,FALSE,1420.53890732819,1614.64275340925,"loss"
"1190",2006,"R10",10,"Kardinia Park","Geelong","West Coast",-3,15,8,98,16,5,101,2675673.45900473,22,28,"Regular","2006.10.Geelong.West Coast","2006.10",2006-06-03,FALSE,1464.07301221414,1626.6211593924,"loss"
"1191",2006,"R11",11,"Gabba","Brisbane Lions","Adelaide",-15,8,12,60,10,15,75,1592231.39847999,35,47,"Regular","2006.11.Brisbane Lions.Adelaide","2006.11",2006-06-10,FALSE,1513.48103646959,1653.56775865116,"loss"
"1192",2006,"R11",11,"Subiaco","West Coast","Carlton",10,16,15,111,15,11,101,2724334.01488462,32,42,"Regular","2006.11.West Coast.Carlton","2006.11",2006-06-11,FALSE,1612.15708817285,1347.66996184387,"win"
"1193",2006,"R11",11,"M.C.G.","Melbourne","Collingwood",47,22,9,141,14,10,94,0,0,-15,"Regular","2006.11.Melbourne.Collingwood","2006.11",2006-06-12,FALSE,1540.10635486728,1620.56590340049,"win"
"1194",2006,"R11",11,"Docklands","Geelong","Essendon",42,20,10,130,13,10,88,-64839.6837648896,-5,-18,"Regular","2006.11.Geelong.Essendon","2006.11",2006-06-09,FALSE,1478.53708343369,1372.62576975367,"win"
"1195",2006,"R11",11,"Docklands","Western Bulldogs","Fremantle",14,15,10,100,12,14,86,2724334.01488462,25,29,"Regular","2006.11.Western Bulldogs.Fremantle","2006.11",2006-06-11,FALSE,1515.58174605169,1479.9268903189,"win"
"1196",2006,"R11",11,"Football Park","Port Adelaide","Hawthorn",96,22,13,145,7,7,49,653816.807797503,38,49,"Regular","2006.11.Port Adelaide.Hawthorn","2006.11",2006-06-11,FALSE,1459.20811530109,1372.71223710661,"win"
"1197",2006,"R11",11,"M.C.G.","Richmond","North Melbourne",35,15,12,102,9,13,67,0,19,21,"Regular","2006.11.Richmond.North Melbourne","2006.11",2006-06-10,FALSE,1450.98054936103,1433.88927116885,"win"
"1198",2006,"R11",11,"S.C.G.","Sydney","St Kilda",-2,7,8,50,7,10,52,714175.896369736,26,34,"Regular","2006.11.Sydney.St Kilda","2006.11",2006-06-10,FALSE,1601.2923895686,1553.21559720526,"loss"
"1199",2006,"R12",12,"Docklands","St Kilda","Adelaide",-63,8,12,60,18,15,123,653816.807797503,26,33,"Regular","2006.12.St Kilda.Adelaide","2006.12",2006-06-16,FALSE,1560.71391771513,1652.59463949385,"loss"
"1200",2006,"R12",12,"Docklands","North Melbourne","Carlton",19,18,13,121,15,12,102,0,15,14,"Regular","2006.12.North Melbourne.Carlton","2006.12",2006-06-23,FALSE,1407.69916743697,1363.54584219269,"win"
"1201",2006,"R12",12,"Stadium Australia","Sydney","Collingwood",-13,11,16,82,14,11,95,714175.896369736,8,11,"Regular","2006.12.Sydney.Collingwood","2006.12",2006-06-24,FALSE,1593.79406905874,1578.43003600232,"loss"
"1202",2006,"R12",12,"Subiaco","Fremantle","Geelong",-66,6,16,52,18,10,118,2675673.45900473,32,41,"Regular","2006.12.Fremantle.Geelong","2006.12",2006-06-17,FALSE,1470.5624356949,1497.98001338341,"loss"
"1203",2006,"R12",12,"Docklands","Essendon","Melbourne",-36,10,15,75,16,15,111,0,19,21,"Regular","2006.12.Essendon.Melbourne","2006.12",2006-06-18,FALSE,1353.18283980395,1582.24222226545,"loss"
"1204",2006,"R12",12,"York Park","Hawthorn","Richmond",41,16,9,105,8,16,64,0,6,8,"Regular","2006.12.Hawthorn.Richmond","2006.12",2006-06-18,FALSE,1343.12269226007,1477.1706530929,"win"
"1205",2006,"R12",12,"Football Park","Port Adelaide","West Coast",37,13,19,97,8,12,60,2133506.548813,36,47,"Regular","2006.12.Port Adelaide.West Coast","2006.12",2006-06-17,FALSE,1488.79766014763,1596.28120782404,"win"
"1206",2006,"R12",12,"Gabba","Brisbane Lions","Western Bulldogs",-42,14,19,103,22,13,145,1362110.68375635,35,47,"Regular","2006.12.Brisbane Lions.Western Bulldogs","2006.12",2006-06-17,FALSE,1514.4541556269,1524.94620067569,"loss"
"1207",2006,"R13",13,"Gabba","Brisbane Lions","Carlton",15,8,23,71,7,14,56,1362110.68375635,37,50,"Regular","2006.13.Brisbane Lions.Carlton","2006.13",2006-07-01,FALSE,1484.38947558807,1350.91277734263,"win"
"1208",2006,"R13",13,"M.C.G.","Richmond","Collingwood",47,13,14,92,6,9,45,0,-8,-22,"Regular","2006.13.Richmond.Collingwood","2006.13",2006-07-02,FALSE,1431.584763285,1592.75857058565,"win"
"1209",2006,"R13",13,"Docklands","North Melbourne","Essendon",7,14,12,96,13,11,89,0,4,-6,"Regular","2006.13.North Melbourne.Essendon","2006.13",2006-06-30,FALSE,1420.33223228704,1347.64644442804,"win"
"1210",2006,"R13",13,"S.C.G.","Sydney","Fremantle",33,12,19,91,9,4,58,3294370.92846447,25,33,"Regular","2006.13.Sydney.Fremantle","2006.13",2006-07-01,FALSE,1579.46553447541,1436.55815996067,"win"
"1211",2006,"R13",13,"Football Park","Adelaide","Geelong",92,21,21,147,8,7,55,627389.937255449,35,43,"Regular","2006.13.Adelaide.Geelong","2006.13",2006-07-02,FALSE,1678.96906741198,1531.98428911765,"win"
"1212",2006,"R13",13,"Docklands","St Kilda","Hawthorn",70,18,17,125,8,7,55,0,23,27,"Regular","2006.13.St Kilda.Hawthorn","2006.13",2006-07-01,FALSE,1534.339489797,1388.70858206798,"win"
"1213",2006,"R13",13,"M.C.G.","Melbourne","Port Adelaide",38,18,12,120,12,10,82,653816.807797503,29,39,"Regular","2006.13.Melbourne.Port Adelaide","2006.13",2006-07-01,FALSE,1587.77861764136,1529.92211018978,"win"
"1214",2006,"R13",13,"Subiaco","West Coast","Western Bulldogs",-9,8,16,64,10,13,73,2724334.01488462,33,43,"Regular","2006.13.West Coast.Western Bulldogs","2006.13",2006-07-02,FALSE,1555.15675778189,1555.01088071453,"loss"
"1215",2006,"R14",14,"S.C.G.","Sydney","Adelaide",-39,8,14,62,15,11,101,1163454.78798523,25,33,"Regular","2006.14.Sydney.Adelaide","2006.14",2006-07-09,FALSE,1590.99308585571,1702.1928437431,"loss"
"1216",2006,"R14",14,"Gabba","Melbourne","Brisbane Lions",8,14,14,98,13,12,90,-1362110.68375635,-35,-62,"Regular","2006.14.Melbourne.Brisbane Lions","2006.14",2006-07-08,FALSE,1610.76985821606,1484.0705999016,"win"
"1217",2006,"R14",14,"Docklands","St Kilda","Collingwood",59,19,8,122,9,9,63,0,16,18,"Regular","2006.14.St Kilda.Collingwood","2006.14",2006-07-09,FALSE,1556.14562834799,1542.39367913732,"win"
"1218",2006,"R14",14,"Subiaco","Fremantle","Essendon",37,19,11,125,12,16,88,2724334.01488462,33,42,"Regular","2006.14.Fremantle.Essendon","2006.14",2006-07-07,FALSE,1425.03060858037,1348.96531326235,"win"
"1219",2006,"R14",14,"Docklands","Carlton","Geelong",-65,11,11,77,23,4,142,64839.6837648896,-6,-8,"Regular","2006.14.Carlton.Geelong","2006.14",2006-07-08,FALSE,1351.23165302909,1508.76051278653,"loss"
"1220",2006,"R14",14,"M.C.G.","Western Bulldogs","North Melbourne",-12,12,10,82,13,16,94,0,0,-8,"Regular","2006.14.Western Bulldogs.North Melbourne","2006.14",2006-07-09,FALSE,1563.87881414751,1419.01336345273,"loss"
"1221",2006,"R14",14,"Football Park","Port Adelaide","Richmond",-38,6,18,54,14,8,92,653816.807797503,36,47,"Regular","2006.14.Port Adelaide.Richmond","2006.14",2006-07-08,FALSE,1506.93086961507,1481.94965473332,"loss"
"1222",2006,"R14",14,"M.C.G.","Hawthorn","West Coast",-10,16,8,104,17,12,114,2724334.01488462,26,36,"Regular","2006.14.Hawthorn.West Coast","2006.14",2006-07-08,FALSE,1366.90244351699,1546.28882434891,"loss"
"1223",2006,"R15",15,"Docklands","North Melbourne","Brisbane Lions",-1,11,18,84,12,13,85,1362110.68375635,20,22,"Regular","2006.15.North Melbourne.Brisbane Lions","2006.15",2006-07-15,FALSE,1446.44039480282,1490.14841321749,"loss"
"1224",2006,"R15",15,"M.C.G.","Collingwood","Fremantle",-15,15,14,104,18,11,119,2724334.01488462,28,42,"Regular","2006.15.Collingwood.Fremantle","2006.15",2006-07-16,FALSE,1507.9550254269,1445.5407231123,"loss"
"1225",2006,"R15",15,"Football Park","Adelaide","Hawthorn",36,16,13,109,11,7,73,653816.807797503,36,45,"Regular","2006.15.Adelaide.Hawthorn","2006.15",2006-07-15,FALSE,1719.84617769672,1376.09974943016,"win"
"1226",2006,"R15",15,"M.C.G.","Richmond","Melbourne",-18,7,10,52,9,16,70,0,-8,-19,"Regular","2006.15.Richmond.Melbourne","2006.15",2006-07-14,FALSE,1514.41209937409,1604.69204490017,"loss"
"1227",2006,"R15",15,"Kardinia Park","Geelong","Port Adelaide",10,9,14,68,8,10,58,627389.937255449,22,29,"Regular","2006.15.Geelong.Port Adelaide","2006.15",2006-07-16,FALSE,1528.78662227612,1474.4684249743,"win"
"1228",2006,"R15",15,"M.C.G.","Essendon","St Kilda",-3,10,11,71,11,8,74,0,16,21,"Regular","2006.15.Essendon.St Kilda","2006.15",2006-07-15,FALSE,1328.45519873042,1590.58428205841,"loss"
"1229",2006,"R15",15,"Subiaco","West Coast","Sydney",2,9,13,67,9,11,65,3294370.92846447,33,43,"Regular","2006.15.West Coast.Sydney","2006.15",2006-07-15,FALSE,1537.09151843573,1573.33975190208,"win"
"1230",2006,"R15",15,"Docklands","Carlton","Western Bulldogs",-30,11,14,80,16,14,110,0,-16,-30,"Regular","2006.15.Carlton.Western Bulldogs","2006.15",2006-07-16,FALSE,1331.2055435395,1536.45178279743,"loss"
"1231",2006,"R16",16,"M.C.G.","Essendon","Carlton",0,16,9,105,15,15,105,0,8,1,"Regular","2006.16.Essendon.Carlton","2006.16",2006-07-22,FALSE,1350.97309213922,1327.01686721027,"draw"
"1232",2006,"R16",16,"Gabba","Brisbane Lions","Hawthorn",10,11,18,84,11,8,74,1362110.68375635,35,47,"Regular","2006.16.Brisbane Lions.Hawthorn","2006.16",2006-07-22,FALSE,1486.1425123821,1377.73177775516,"win"
"1233",2006,"R16",16,"Subiaco","Fremantle","Melbourne",29,15,6,96,9,13,67,2724334.01488462,33,41,"Regular","2006.16.Fremantle.Melbourne","2006.16",2006-07-23,FALSE,1466.98441810558,1611.40192432377,"win"
"1234",2006,"R16",16,"Football Park","Adelaide","North Melbourne",72,19,10,124,7,10,52,653816.807797503,34,44,"Regular","2006.16.Adelaide.North Melbourne","2006.16",2006-07-21,FALSE,1718.21414937172,1450.44629563821,"win"
"1235",2006,"R16",16,"York Park","St Kilda","Port Adelaide",4,8,16,64,8,12,60,595534.487400577,3,2,"Regular","2006.16.St Kilda.Port Adelaide","2006.16",2006-07-23,FALSE,1568.0663886496,1470.87483440728,"win"
"1236",2006,"R16",16,"S.C.G.","Sydney","Richmond",48,14,17,101,7,11,53,714175.896369736,27,37,"Regular","2006.16.Sydney.Richmond","2006.16",2006-07-22,FALSE,1567.18326092567,1507.70221995049,"win"
"1237",2006,"R16",16,"Docklands","Collingwood","West Coast",37,19,13,127,13,12,90,2724334.01488462,12,11,"Regular","2006.16.Collingwood.West Coast","2006.16",2006-07-22,FALSE,1486.51133043362,1543.24800941215,"win"
"1238",2006,"R16",16,"Docklands","Geelong","Western Bulldogs",1,13,12,90,13,11,89,-64839.6837648896,-10,-27,"Regular","2006.16.Geelong.Western Bulldogs","2006.16",2006-07-23,FALSE,1532.38021284314,1540.64045912666,"win"
"1239",2006,"R17",17,"Subiaco","West Coast","Adelaide",82,26,9,165,12,11,83,2133506.548813,32,41,"Regular","2006.17.West Coast.Adelaide","2006.17",2006-07-29,FALSE,1507.64324094299,1730.19298803581,"win"
"1240",2006,"R17",17,"Docklands","Essendon","Brisbane Lions",37,25,10,160,18,15,123,1362110.68375635,16,19,"Regular","2006.17.Essendon.Brisbane Lions","2006.17",2006-07-29,FALSE,1348.21939242382,1483.84790665765,"win"
"1241",2006,"R17",17,"Docklands","Carlton","Fremantle",-18,13,11,89,15,17,107,2724334.01488462,9,10,"Regular","2006.17.Carlton.Fremantle","2006.17",2006-07-30,FALSE,1329.77056692568,1507.51524655315,"loss"
"1242",2006,"R17",17,"Manuka Oval","North Melbourne","Geelong",30,13,12,90,8,12,60,64839.6072190067,7,10,"Regular","2006.17.North Melbourne.Geelong","2006.17",2006-07-30,FALSE,1438.46745697412,1534.33082141804,"win"
"1243",2006,"R17",17,"M.C.G.","Collingwood","Hawthorn",45,16,17,113,11,2,68,0,4,-7,"Regular","2006.17.Collingwood.Hawthorn","2006.17",2006-07-28,FALSE,1522.11609890277,1380.02638347961,"win"
"1244",2006,"R17",17,"M.C.G.","St Kilda","Richmond",103,27,12,174,10,11,71,0,-17,-42,"Regular","2006.17.St Kilda.Richmond","2006.17",2006-07-29,FALSE,1561.14653947963,1481.13791484191,"win"
"1245",2006,"R17",17,"Football Park","Port Adelaide","Sydney",-27,7,8,50,10,17,77,1163454.78798523,36,48,"Regular","2006.17.Port Adelaide.Sydney","2006.17",2006-07-29,FALSE,1477.79468357725,1593.74756603426,"loss"
"1246",2006,"R17",17,"M.C.G.","Melbourne","Western Bulldogs",51,18,11,119,9,14,68,0,27,32,"Regular","2006.17.Melbourne.Western Bulldogs","2006.17",2006-07-30,FALSE,1570.87109587621,1538.68985055176,"win"
"1247",2006,"R18",18,"Football Park","Adelaide","Collingwood",4,7,16,58,7,12,54,653816.807797503,35,42,"Regular","2006.18.Adelaide.Collingwood","2006.18",2006-08-05,FALSE,1668.88624016161,1538.98433035611,"win"
"1248",2006,"R18",18,"S.C.G.","Sydney","Essendon",43,17,14,116,11,7,73,714175.896369736,28,37,"Regular","2006.18.Sydney.Essendon","2006.18",2006-08-05,FALSE,1604.40287137171,1392.21673538574,"win"
"1249",2006,"R18",18,"Gabba","Brisbane Lions","Geelong",-17,13,9,87,14,20,104,1423810.42257328,36,48,"Regular","2006.18.Brisbane Lions.Geelong","2006.18",2006-08-06,FALSE,1439.85056369572,1498.15998639832,"loss"
"1250",2006,"R18",18,"Subiaco","Fremantle","Hawthorn",53,14,20,104,7,9,51,2724334.01488462,34,43,"Regular","2006.18.Fremantle.Hawthorn","2006.18",2006-08-06,FALSE,1505.54387209929,1363.15815202627,"win"
"1251",2006,"R18",18,"Docklands","Carlton","Melbourne",7,12,8,80,10,13,73,0,8,9,"Regular","2006.18.Carlton.Melbourne","2006.18",2006-08-05,FALSE,1331.74194137953,1601.38253359508,"win"
"1252",2006,"R18",18,"Docklands","North Melbourne","Port Adelaide",19,12,12,84,9,11,65,653816.807797503,23,26,"Regular","2006.18.North Melbourne.Port Adelaide","2006.18",2006-08-06,FALSE,1474.63829199384,1467.1393782398,"win"
"1253",2006,"R18",18,"Docklands","St Kilda","West Coast",-39,8,11,59,14,14,98,2724334.01488462,28,35,"Regular","2006.18.St Kilda.West Coast","2006.18",2006-08-04,FALSE,1591.63337451855,1568.9499888172,"loss"
"1254",2006,"R18",18,"M.C.G.","Richmond","Western Bulldogs",-22,10,18,78,15,10,100,0,19,25,"Regular","2006.18.Richmond.Western Bulldogs","2006.18",2006-08-05,FALSE,1450.65107980299,1508.17841283288,"loss"
"1255",2006,"R19",19,"Docklands","Richmond","Brisbane Lions",82,21,16,142,8,12,60,1362110.68375635,12,11,"Regular","2006.19.Richmond.Brisbane Lions","2006.19",2006-08-12,FALSE,1437.19348126052,1430.45598698253,"win"
"1256",2006,"R19",19,"M.C.G.","Hawthorn","Carlton",23,17,11,113,13,12,90,0,13,10,"Regular","2006.19.Hawthorn.Carlton","2006.19",2006-08-13,FALSE,1343.97003370742,1364.68957126016,"win"
"1257",2006,"R19",19,"M.C.G.","Essendon","Collingwood",13,10,14,74,9,7,61,0,-9,-27,"Regular","2006.19.Essendon.Collingwood","2006.19",2006-08-11,FALSE,1382.34860459182,1549.29311451285,"win"
"1258",2006,"R19",19,"Football Park","Adelaide","Fremantle",-15,10,20,80,13,17,95,2133506.548813,34,44,"Regular","2006.19.Adelaide.Fremantle","2006.19",2006-08-13,FALSE,1658.57745600487,1524.73199041814,"loss"
"1259",2006,"R19",19,"Subiaco","West Coast","North Melbourne",26,14,23,107,12,9,81,2724334.01488462,34,44,"Regular","2006.19.West Coast.North Melbourne","2006.19",2006-08-12,FALSE,1601.59353720645,1491.46429592312,"win"
"1260",2006,"R19",19,"Marrara Oval","Western Bulldogs","Port Adelaide",-14,13,13,91,14,21,105,-530375.144049434,1,1,"Regular","2006.19.Western Bulldogs.Port Adelaide","2006.19",2006-08-12,FALSE,1521.63601137535,1450.31337431052,"loss"
"1261",2006,"R19",19,"Docklands","Geelong","St Kilda",-23,11,14,80,15,13,103,-64839.6837648896,-14,-34,"Regular","2006.19.Geelong.St Kilda","2006.19",2006-08-13,FALSE,1507.55456311151,1558.9898261293,"loss"
"1262",2006,"R19",19,"M.C.G.","Melbourne","Sydney",-32,10,3,63,14,11,95,714175.896369736,27,35,"Regular","2006.19.Melbourne.Sydney","2006.19",2006-08-12,FALSE,1568.43490371445,1614.27100216564,"loss"
"1263",2006,"R20",20,"M.C.G.","Western Bulldogs","Adelaide",7,16,9,105,14,14,98,653816.807797503,6,4,"Regular","2006.20.Western Bulldogs.Adelaide","2006.20",2006-08-19,FALSE,1500.08310065979,1629.55324430387,"win"
"1264",2006,"R20",20,"Football Park","Port Adelaide","Collingwood",-2,12,15,87,12,17,89,653816.807797503,37,46,"Regular","2006.20.Port Adelaide.Collingwood","2006.20",2006-08-18,FALSE,1471.86628502607,1518.86636163456,"loss"
"1265",2006,"R20",20,"Docklands","Essendon","Hawthorn",-18,15,16,106,19,10,124,0,14,14,"Regular","2006.20.Essendon.Hawthorn","2006.20",2006-08-19,FALSE,1412.77535747011,1367.11350814779,"loss"
"1266",2006,"R20",20,"M.C.G.","North Melbourne","Melbourne",-50,12,10,82,20,12,132,0,-27,-46,"Regular","2006.20.North Melbourne.Melbourne","2006.20",2006-08-20,FALSE,1480.86835136218,1547.12010508587,"loss"
"1267",2006,"R20",20,"Docklands","Carlton","Richmond",-45,14,11,95,21,14,140,0,-7,-9,"Regular","2006.20.Carlton.Richmond","2006.20",2006-08-20,FALSE,1341.54609681979,1475.11369583417,"loss"
"1268",2006,"R20",20,"Subiaco","Fremantle","St Kilda",58,17,12,114,7,14,56,2724334.01488462,32,41,"Regular","2006.20.Fremantle.St Kilda","2006.20",2006-08-19,FALSE,1553.75620211915,1573.8718812878,"win"
"1269",2006,"R20",20,"Kardinia Park","Geelong","Sydney",27,14,6,90,9,9,63,779015.474739716,23,31,"Regular","2006.20.Geelong.Sydney","2006.20",2006-08-19,FALSE,1492.67250795302,1635.58580079422,"win"
"1270",2006,"R20",20,"Gabba","Brisbane Lions","West Coast",-62,7,10,52,16,18,114,3603568.95674186,35,48,"Regular","2006.20.Brisbane Lions.West Coast","2006.20",2006-08-20,FALSE,1392.53577240888,1612.18948176738,"loss"
"1271",2006,"R21",21,"Football Park","Port Adelaide","Adelaide",14,14,11,95,11,15,81,0,2,-8,"Regular","2006.21.Port Adelaide.Adelaide","2006.21",2006-08-27,FALSE,1475.24626623562,1608.37171309299,"win"
"1272",2006,"R21",21,"Stadium Australia","Sydney","Brisbane Lions",57,14,13,97,6,4,40,718637.78376952,9,12,"Regular","2006.21.Sydney.Brisbane Lions","2006.21",2006-08-26,FALSE,1596.47111993677,1378.36735190517,"win"
"1273",2006,"R21",21,"M.C.G.","Collingwood","Carlton",44,24,12,156,17,10,112,0,17,16,"Regular","2006.21.Collingwood.Carlton","2006.21",2006-08-27,FALSE,1515.48638042501,1323.83628568294,"win"
"1274",2006,"R21",21,"M.C.G.","Richmond","Essendon",16,20,9,129,16,17,113,0,1,-7,"Regular","2006.21.Richmond.Essendon","2006.21",2006-08-26,FALSE,1492.82350697102,1390.67244239867,"win"
"1275",2006,"R21",21,"Subiaco","West Coast","Fremantle",-57,8,13,61,18,10,118,0,1,-11,"Regular","2006.21.West Coast.Fremantle","2006.21",2006-08-27,FALSE,1626.3579022711,1591.89723595155,"loss"
"1276",2006,"R21",21,"Kardinia Park","Geelong","Melbourne",0,14,10,94,14,10,94,64839.6837648896,21,28,"Regular","2006.21.Geelong.Melbourne","2006.21",2006-08-26,FALSE,1531.78718881047,1573.51506072311,"draw"
"1277",2006,"R21",21,"York Park","Hawthorn","North Melbourne",22,7,16,58,4,12,36,0,6,8,"Regular","2006.21.Hawthorn.North Melbourne","2006.21",2006-08-26,FALSE,1389.21642321923,1454.47339572495,"win"
"1278",2006,"R21",21,"Docklands","Western Bulldogs","St Kilda",-50,13,14,92,22,10,142,0,-4,-18,"Regular","2006.21.Western Bulldogs.St Kilda","2006.21",2006-08-25,FALSE,1521.26463187066,1535.73084745539,"loss"
"1279",2006,"R22",22,"S.C.G.","Sydney","Carlton",92,21,10,136,6,8,44,714175.896369736,28,37,"Regular","2006.22.Sydney.Carlton","2006.22",2006-09-03,FALSE,1609.83648996815,1311.88546002738,"win"
"1280",2006,"R22",22,"Docklands","Western Bulldogs","Essendon",22,22,15,147,18,17,125,0,5,-2,"Regular","2006.22.Western Bulldogs.Essendon","2006.22",2006-09-01,FALSE,1488.99780910173,1386.90750249447,"win"
"1281",2006,"R22",22,"Docklands","Hawthorn","Geelong",61,21,7,133,10,12,72,64839.6837648896,-9,-16,"Regular","2006.22.Hawthorn.Geelong","2006.22",2006-09-03,FALSE,1416.66309944443,1536.56832103324,"win"
"1282",2006,"R22",22,"Football Park","Adelaide","Melbourne",58,23,14,152,14,10,94,653816.807797503,33,42,"Regular","2006.22.Adelaide.Melbourne","2006.22",2006-09-02,FALSE,1580.29854512919,1568.73392850034,"win"
"1283",2006,"R22",22,"M.C.G.","Collingwood","North Melbourne",68,20,19,139,10,11,71,0,27,31,"Regular","2006.22.Collingwood.North Melbourne","2006.22",2006-09-03,FALSE,1527.43720608056,1427.02671949976,"win"
"1284",2006,"R22",22,"Subiaco","Fremantle","Port Adelaide",79,23,13,151,9,18,72,2133506.548813,32,40,"Regular","2006.22.Fremantle.Port Adelaide","2006.22",2006-09-02,FALSE,1631.47720211015,1503.31943419942,"win"
"1285",2006,"R22",22,"Gabba","Brisbane Lions","St Kilda",-51,7,15,57,16,12,108,1362110.68375635,35,47,"Regular","2006.22.Brisbane Lions.St Kilda","2006.22",2006-09-02,FALSE,1365.0019818738,1567.99767022432,"loss"
"1286",2006,"R22",22,"M.C.G.","Richmond","West Coast",-88,12,13,85,26,17,173,2724334.01488462,22,32,"Regular","2006.22.Richmond.West Coast","2006.22",2006-09-02,FALSE,1496.58844687522,1586.77793611249,"loss"
"1287",2006,"QF",23,"Football Park","Adelaide","Fremantle",30,10,16,76,7,4,46,2133506.548813,34,44,"Finals","2006.23.Adelaide.Fremantle","2006.23",2006-09-09,FALSE,1614.79532588291,1655.84588871816,"win"
"1288",2006,"EF",23,"M.C.G.","St Kilda","Melbourne",-18,10,12,72,13,12,90,0,-25,-47,"Finals","2006.23.St Kilda.Melbourne","2006.23",2006-09-08,FALSE,1581.17311214928,1534.23714774663,"loss"
"1289",2006,"QF",23,"Subiaco","West Coast","Sydney",-1,12,12,84,13,7,85,3294370.92846447,33,43,"Finals","2006.23.West Coast.Sydney","2006.23",2006-09-09,FALSE,1615.65132265211,1621.24016222399,"loss"
"1290",2006,"EF",23,"M.C.G.","Collingwood","Western Bulldogs",-41,11,14,80,18,13,121,0,27,35,"Finals","2006.23.Collingwood.Western Bulldogs","2006.23",2006-09-10,FALSE,1553.60483288355,1497.59202283712,"loss"
"1291",2006,"SF",24,"Subiaco","Fremantle","Melbourne",28,14,18,102,11,8,74,2724334.01488462,33,41,"Finals","2006.24.Fremantle.Melbourne","2006.24",2006-09-15,FALSE,1625.73568023216,1556.48417623828,"win"
"1292",2006,"SF",24,"Subiaco","West Coast","Western Bulldogs",74,16,17,113,5,9,39,2724334.01488462,33,43,"Finals","2006.24.West Coast.Western Bulldogs","2006.24",2006-09-16,FALSE,1615.29491437494,1534.86125030539,"win"
